Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATP104,MIN BATP104,AVG BATP104,DIFF BATP104,SEC BATP104,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,MAX BATV104,MIN BATV104,AVG BATV104,DIFF BATV104,SEC BATV104,VAL D002,N D002,SEC D002,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M004,N M004,SEC M004,VAL M005,N M005,SEC M005,VAL M006,N M006,SEC M006,VAL M007,N M007,SEC M007,VAL M008,N M008,SEC M008,VAL M009,N M009,SEC M009,VAL M010,N M010,SEC M010,VAL M011,N M011,SEC M011,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,MAX T104,MIN T104,AVG T104,DIFF T104,SEC T104,MAX T106,MIN T106,AVG T106,DIFF T106,SEC T106,TIME Toilet,TIME Work,TIME Eat_Lunch,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Breakfast,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Personal_Hygiene,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Work_At_Table,TIME Work_On_Computer,TO PREDICT
1371,185,False,0,0,0.0,0,3600,72,0,40.82,72,2041,82,0,41.41,82,1818,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7287,0,4131.324166666666,7287,2041,8356,0,4219.78,8356,1818,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7960,0,1452.7,7960,657,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,1,0,0.1597222222222222,1,1011,11,0,2.1194444444444445,11,167,8,0,2.201111111111111,8,827,0,0,0.0,0,3600,0,0,0.0,0,3600,8,0,1.8936111111111111,8,806,25,0,0.2327777777777777,25,1878,44,0,4.4775,44,420,7,0,2.2644444444444445,7,822,0,0,0.0,0,3600,0,0,0.0,0,3600,0,14,760,0,56,759,0,20,751,0,46,149,0,48,748,0,10,805,0,4,1880,0,56,1015,0,54,720,0,88,149,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,211,0,0,0,0,0,0,0,1473,712,0,0,0,0,0,0,262,0,0,0,0,0,Bed_Toilet_Transition
1435,185,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,24,94,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,92,37,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
56,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,2556.273611111111,8435,1091,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2905,0,2571.7319444444443,2905,3187,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,16,304,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,310,0,70,295,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
116,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,2884.301388888889,8435,1231,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,878.5427777777778,2891,1094,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,18,2431,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,2815,0,52,1367,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
184,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,20.01222222222222,83,868,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,6418.275555555556,8396,2752,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9108,9108,9105.47,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,392,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
248,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,84,0,14.7,84,630,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7366,0,3627.755,7366,1773,8514,0,1489.95,8514,630,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,2591.4194444444443,8435,1106,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,4,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,6.826388888888889,25,983,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
318,186,False,0,0,0.0,0,3600,71,71,70.98027777777777,0,3600,83,0,68.84388888888888,83,2986,0,0,0.0,0,3600,0,0,0.0,0,3600,84,0,42.63,84,1827,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7247,7247,7244.986944444445,0,3600,8396,0,6964.015555555556,8396,2986,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8514,0,4320.855,8514,1827,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.1788888888888888,1,644,1,0,0.01,1,36,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1536,0,4,1536,0,0,3600,0,12,1524,0,0,3600,0,0,3600,0,2,1826,0,42,1538,0,0,3600,0,18,691,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,228,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
382,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,551.6991666666667,2891,687,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,5,0,3.3669444444444445,5,265,3,0,2.3808333333333334,3,2057,0,0,0.0,0,3600,1,0,0.3725,1,1341,0,0,0.0,0,3600,0,0,0.0,0,3600,0,8,931,0,8,933,0,0,3600,0,70,375,0,0,3600,0,0,3600,0,0,3600,0,36,935,0,0,3600,0,102,369,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3154,0,377,0,0,0,0,0,0,0,0,0,0,Entertain_Guests
445,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,5877.2,8396,2520,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1394,3,0,0.3580555555555555,3,389,11,0,2.9763888888888888,11,234,1,0,0.4427777777777777,1,1021,0,0,0.0,0,3600,3,0,1.506388888888889,3,961,15,0,10.82972222222222,15,367,12,0,9.094166666666666,12,1429,44,0,12.142777777777775,44,478,6,0,3.3175,6,186,4,1,2.3569444444444443,3,187,0,0,0.0,0,3600,0,24,983,0,32,821,0,24,181,0,60,144,0,28,186,0,38,284,0,4,1429,0,120,25,0,60,186,0,128,57,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,1607,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,Leave_Home
506,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,623.2527777777777,8435,266,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,6262.083333333333,8475,2660,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9148,0,2988.346666666667,9148,1176,0,0,0.0,0,3600,0,0,0.0,0,3600,7920,0,7365.6,7920,3348,2905,0,1962.4888888888888,2905,2432,1667,0,652.4452777777777,1667,1409,0,0,0.0,0,3600,0,6,211,4,0,1.5327777777777778,4,211,12,0,3.1152777777777776,12,232,10,0,6.519722222222223,10,272,6,0,3.692222222222222,6,275,15,0,10.134722222222225,15,278,44,0,32.64666666666667,44,282,43,0,30.461944444444445,43,15,44,0,20.52638888888889,44,233,24,0,15.637222222222222,24,276,19,0,12.306944444444444,19,276,0,0,0.0,0,3600,0,30,211,0,88,232,0,46,272,0,36,269,0,46,276,0,66,282,0,4,873,0,282,238,0,78,276,0,72,268,0,2,1794,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,15.70111111111111,26,2174,0,0,0.0,0,3600,0,0,0,0,27,0,1318,0,0,0,0,0,0,0,0,0,0,0,433,22,49,0,0,0,0,Enter_Home
569,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,3,0,1.8683333333333332,3,442,0,0,0.0,0,3600,12,0,10.33,12,499,7,0,6.309444444444445,7,1702,17,0,15.36111111111111,17,1100,45,0,42.06666666666667,45,1112,43,40,42.15,3,9,0,0,0.0,0,3600,27,0,23.31,27,508,21,0,18.84722222222222,21,489,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,28,0,10.542222222222222,28,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
631,186,False,0,0,0.0,0,3600,72,0,14.06,72,703,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,45.81138888888889,83,1987,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,7287,0,1422.9891666666667,7287,703,0,0,0.0,0,3600,0,0,0.0,0,3600,7326,0,3968.25,7326,1950,8475,0,4677.729166666667,8475,1987,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,5668.833333333333,8475,2408,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1894,5,0,1.6733333333333331,5,1278,12,0,0.4111111111111111,12,1927,13,0,7.385,13,1275,9,0,7.208333333333333,9,1941,20,16,18.68583333333333,4,555,53,0,34.094166666666666,53,1850,57,0,41.126666666666665,57,124,44,0,1.2361111111111112,44,1331,30,0,24.45888888888889,30,1843,24,0,19.351111111111116,24,1949,0,0,0.0,0,3600,0,36,1873,0,16,1897,0,30,1871,0,26,1869,0,22,1753,0,16,1850,0,2,1979,0,18,1929,0,12,1843,0,48,1868,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,6,1754,238,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch_TV
699,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,82,0,32.48111111111111,82,1426,0,0,0.0,0,3600,0,0,0.0,0,3600,83,0,69.16666666666667,83,3000,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8356,0,3309.9044444444444,8356,1426,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8475,0,7062.5,8475,3000,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,1025,5,0,1.728888888888889,5,434,0,0,0.0,0,3600,12,0,5.817222222222222,12,1029,9,0,3.4294444444444445,9,434,19,0,12.04111111111111,19,860,51,0,16.734444444444446,51,489,48,30,41.52777777777778,18,496,0,0,0.0,0,3600,31,0,29.334722222222226,31,1030,25,0,23.53638888888889,25,1027,0,0,0.0,0,3600,0,10,1026,0,6,1026,0,20,1028,0,16,1028,0,44,517,0,8,1087,0,8,1087,0,0,3600,0,28,1030,0,22,1027,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,620,388,0,0,0,0,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
762,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,3,0,1.6069444444444445,3,1408,11,0,0.5302777777777777,11,3032,12,0,8.822777777777778,12,40,8,0,5.271944444444444,8,823,18,0,13.84722222222222,18,257,50,0,44.32666666666667,50,8,34,0,29.72277777777778,34,330,43,0,0.9458333333333332,43,3034,28,0,23.197222222222223,28,4,22,14,19.25861111111111,8,30,0,0,0.0,0,3600,0,4,3203,0,10,3032,0,4,3029,0,8,2614,0,34,255,0,12,3003,0,4,3327,0,48,3034,0,12,3000,0,4,3028,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,19.9275,27,2657,0,0,0.0,0,3600,75,0,0,0,0,0,0,0,0,0,0,2853,0,0,0,0,0,0,69,0,0,0,0,0,0,Personal_Hygiene
825,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,393.6333333333333,8435,168,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8435,0,4667.366666666667,8435,1992,7960,0,1211.6888888888889,7960,548,0,0,0.0,0,3600,0,0,0.0,0,3600,2905,0,1356.473611111111,2905,1681,0,0,3600,0,0,0.0,0,3600,10,0,0.9183333333333332,10,1994,13,0,7.536111111111111,13,1272,4,0,2.621111111111111,4,768,10,3,6.459722222222222,7,76,38,0,28.99305555555556,38,193,29,0,25.93611111111111,29,1234,43,0,6.427222222222222,43,1406,17,0,10.865277777777775,17,69,12,0,8.142777777777777,12,80,0,0,0.0,0,3600,0,6,1966,0,14,1966,0,34,1271,0,8,1963,0,46,16,0,0,3600,0,0,3600,0,96,1997,0,8,1260,0,24,1265,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,0,510,0,0,0,0,0,680,Work_On_Computer
893,186,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8396,0,2966.5866666666666,8396,1272,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9108,0,6352.83,9108,2511,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2891,0,1984.3502777777776,2891,2471,1654,0,1212.9333333333334,1654,2640,0,0,0.0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,11,0,7.269166666666667,11,2379,0,0,0.0,0,3600,4,0,2.9297222222222223,4,346,26,0,20.46527777777778,26,547,27,0,20.36916666666667,27,539,0,0,0.0,0,3600,8,0,5.773333333333333,8,573,7,0,3.968888888888889,7,584,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,44,74,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,27,0,5.145,27,686,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,Work_On_Computer
