Minutes from midnight,Days,Is business,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP105,MIN BATP105,AVG BATP105,DIFF BATP105,SEC BATP105,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV014,MIN BATV014,AVG BATV014,DIFF BATV014,SEC BATV014,MAX BATV015,MIN BATV015,AVG BATV015,DIFF BATV015,SEC BATV015,MAX BATV016,MIN BATV016,AVG BATV016,DIFF BATV016,SEC BATV016,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,MAX BATV105,MIN BATV105,AVG BATV105,DIFF BATV105,SEC BATV105,VAL D002,N D002,SEC D002,VAL D004,N D004,SEC D004,VAL D005,N D005,SEC D005,VAL L001,N L001,SEC L001,VAL L004,N L004,SEC L004,VAL L006,N L006,SEC L006,VAL L009,N L009,SEC L009,VAL L010,N L010,SEC L010,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,MAX LS014,MIN LS014,AVG LS014,DIFF LS014,SEC LS014,MAX LS015,MIN LS015,AVG LS015,DIFF LS015,SEC LS015,MAX LS016,MIN LS016,AVG LS016,DIFF LS016,SEC LS016,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M004,N M004,SEC M004,VAL M005,N M005,SEC M005,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,VAL MA014,N MA014,SEC MA014,VAL MA015,N MA015,SEC MA015,VAL MA016,N MA016,SEC MA016,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,MAX T105,MIN T105,AVG T105,DIFF T105,SEC T105,MAX T106,MIN T106,AVG T106,DIFF T106,SEC T106,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Breakfast,TIME Cook_Dinner,TIME Eat,TIME Watch_TV,TIME Cook_Lunch,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
667,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,16,0,8.201666666666666,16,18,10,0,5.2025,10,27,8,0,4.292222222222223,8,563,15,0,9.319166666666666,15,596,1,0,0.4011111111111111,1,1444,0,0,0.0,0,3600,14,0,9.848611111111111,14,235,0,0,0.0,0,3600,11,0,7.653333333333333,11,957,35,18,26.16111111111111,17,1,38,0,24.735,38,11,21,0,15.838333333333331,21,401,21,0,15.805,21,342,36,0,23.37333333333333,36,6,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,16.89611111111111,24,204,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
727,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,4545.116666666667,9260,1767,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3090,0,2703.75,3090,3150,0,0,0.0,0,3600,3060,0,201.45,3060,237,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,5,0,2.5244444444444443,5,22,3,0,1.3505555555555555,3,31,3,0,1.1666666666666667,3,567,8,3,4.497777777777777,5,0,0,0,0.0,0,3600,0,0,0.0,0,3600,10,0,5.263888888888889,10,840,0,0,0.0,0,3600,7,0,3.968333333333333,7,2162,20,0,12.355555555555556,20,5,21,0,13.575,21,15,15,0,9.120555555555557,15,406,16,0,9.505833333333332,16,347,20,0,12.377777777777778,20,10,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,21.41333333333333,25,237,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
788,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,4792.0888888888885,9280,1859,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,7,0,2.6083333333333334,7,56,4,0,1.4044444444444444,4,64,3,0,0.6669444444444445,3,1,7,0,2.8975,7,33,0,0,0.0,0,3600,0,0,0.0,0,3600,6,0,4.2125,6,273,0,0,0.0,0,3600,5,0,3.325833333333333,5,395,24,0,11.753333333333334,24,38,24,0,13.32,24,48,10,0,7.853611111111111,10,439,11,0,8.344444444444445,11,380,24,0,11.793333333333331,24,44,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,21.91555555555556,25,894,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
848,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,7914.727777777778,9260,3077,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,2,2462,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,7,0,3.825,7,95,5,0,2.0861111111111112,5,104,5,0,2.0508333333333333,5,685,8,0,3.974444444444445,8,73,0,0,0.0,0,3600,0,0,0.0,0,3600,9,0,5.946944444444444,9,313,0,0,0.0,0,3600,10,0,5.209722222222222,10,432,26,0,15.339444444444444,26,528,25,0,16.2,25,88,15,0,10.325,15,478,16,0,10.862222222222222,16,419,26,0,15.053611111111111,26,578,0,0,3600,0,0,3600,0,6,2470,0,2,2461,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,16,2321,0,0,3600,0,0,3600,0,0,3600,0,8,2367,0,0,0.0,0,3600,0,0,0.0,0,3600,24,23,23.497777777777777,1,624,25,0,22.35,25,367,0,0,0.0,0,3600,0,0,0,0,28,0,0,0,0,0,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
909,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,6431.555555555556,9280,2495,9300,0,713.0,9300,276,0,0,0.0,0,3600,9340,0,3092.5777777777776,9340,1192,0,0,0.0,0,3600,8460,0,1962.25,8460,835,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9340,0,3058.85,9340,1179,9320,0,3129.9666666666667,9320,1209,0,0,0.0,0,3600,3090,0,69.525,3090,81,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,3,0,0.6666666666666666,3,1917,1,0,0.1666666666666666,1,2526,1,0,0.1666666666666666,1,2507,3,0,0.6666666666666666,3,1895,30,0,6.251944444444445,30,269,0,0,0.0,0,3600,19,0,3.9272222222222224,19,211,74,0,22.406944444444445,74,280,7,0,1.6744444444444444,7,1643,25,0,9.430555555555555,25,25,15,0,6.925,15,110,14,0,5.1775,14,228,22,0,6.652777777777778,22,211,25,3,9.985,22,16,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,20,263,0,0,3600,0,48,209,0,74,280,0,0,3600,0,4,1215,0,0,3600,0,14,228,0,28,210,0,6,1205,0,0,0.0,0,3600,0,0,0.0,0,3600,25,0,4.694444444444445,25,676,25,0,22.84083333333333,25,419,0,0,0.0,0,3600,61,0,0,99,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,Relax
974,41,False,0,0,0.0,0,3600,86,0,33.778888888888886,86,1414,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,0,4201.633333333333,9240,1637,9280,0,8813.422222222222,9280,3419,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,3784.177777777778,9280,1468,9300,0,7553.666666666667,9300,2924,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,8,1535,0,0,3600,0,0,3600,0,2,1471,0,0,3600,0,2,1471,0,0,3600,13,0,0.5972222222222222,13,1469,14,0,0.6002777777777778,14,1470,0,0,0.0,0,3600,2,0,0.3333333333333333,2,988,8,0,5.073333333333333,8,1346,0,0,0.0,0,3600,18,16,17.20888888888889,2,748,71,0,43.210277777777776,71,1357,98,0,1.2630555555555556,98,1165,5,0,1.0,5,918,2,0,0.6522222222222223,2,1655,15,0,8.783333333333333,15,704,21,0,20.16777777777778,21,735,2,0,0.6244444444444445,2,1661,0,22,1472,0,30,1523,0,0,3600,0,0,3600,0,4,1341,0,0,3600,0,28,1336,0,32,1347,0,14,1215,0,0,3600,0,4,1465,0,8,1298,0,10,1323,0,4,1654,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,21.31,26,149,0,0,0.0,0,3600,96,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,0,1323,0,Personal_Hygiene
1041,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,6106.755555555556,9280,2369,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,4,1339,0,16,869,0,2,1154,0,0,3600,1,1,2325,0,0,3600,1,1,2323,1,1,2386,14,0,8.256666666666666,14,897,17,0,9.106666666666667,17,869,8,0,1.643333333333333,8,157,7,0,4.194722222222223,7,37,2,0,0.5672222222222222,2,2034,55,0,6.052222222222222,55,47,19,0,12.30861111111111,19,1435,0,0,0.0,0,3600,10,0,6.258333333333334,10,2253,32,0,19.95388888888889,32,1729,25,0,15.532222222222222,25,638,14,0,13.805555555555555,14,3550,21,0,14.016666666666667,21,2400,40,0,25.273333333333333,40,1693,0,66,4,0,106,812,0,6,1344,0,34,37,0,4,2034,0,82,43,0,10,2028,0,0,3600,1,31,840,0,14,1697,0,66,11,0,14,2402,0,4,2397,0,38,347,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,17.753333333333334,24,2663,26,23,24.30472222222222,3,30,0,0,0.0,0,3600,299,0,0,0,0,0,0,0,0,832,0,0,0,0,101,0,0,0,0,0,123,0,0,0,0,0,0,0,0,1117,0,Toilet
1101,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,6593.955555555555,9280,2558,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3090,0,3056.525,3090,3561,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,4,1161,0,0,3600,0,0,3600,0,1,542,0,2,1153,0,1,542,0,0,3600,16,0,11.936388888888889,16,541,19,0,13.118611111111113,19,542,1,0,0.8330555555555555,1,159,4,0,0.0455555555555555,4,41,18,0,1.4094444444444445,18,897,0,0,0.0,0,3600,19,0,5.5633333333333335,19,857,71,0,2.830277777777778,71,322,0,0,0.0,0,3600,30,0,28.641111111111112,30,511,24,0,5.649166666666667,24,512,0,0,0.0,0,3600,0,0,0.0,0,3600,36,0,5.03,36,503,0,236,514,0,112,741,0,0,3600,0,0,3600,0,10,859,0,0,3600,0,36,477,0,12,921,0,1,266,0,0,3600,0,6,508,0,2,471,0,8,476,0,10,501,33,0,17.325,33,1890,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,22.059444444444445,27,52,24,0,4.306666666666667,24,646,28,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wash_Dinner_Dishes
1171,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3070,0,1587.8722222222225,3070,1862,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,3522,0,0,3600,0,0,3600,0,0,3600,9,0,0.0522222222222222,9,3521,11,0,1.8333333333333333,11,2942,0,0,0.0,0,3600,4,0,2.368888888888889,4,632,2,0,0.1388888888888889,2,250,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,21,0,16.738333333333333,21,2298,0,0,0.0,0,3600,0,6,3518,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,3494,0,0,3600,0,0,3600,0,6,3556,0,4,3515,0,12,134,0,6,3498,0,10,3510,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,18.07555555555556,27,76,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3487,0,Drink
1231,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,3516.088888888889,9280,1364,0,0,0.0,0,3600,9280,9280,9277.422222222222,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,1143,0,0,3600,1,1,1315,0,2,1100,0,0,3600,0,0,3600,0,0,3600,10,0,2.0791666666666666,10,512,14,0,2.1025,14,551,7,0,2.3916666666666666,7,727,9,0,4.386388888888889,9,1303,2,0,1.2466666666666666,2,1488,0,0,0.0,0,3600,18,0,6.748888888888889,18,19,71,0,0.2161111111111111,71,1353,4,0,0.2641666666666666,4,1030,29,0,7.186944444444444,29,285,8,0,2.5669444444444443,8,1095,13,0,4.926388888888889,13,820,20,0,7.693888888888889,20,1383,37,0,8.571666666666667,37,851,0,16,1101,0,4,1142,0,2,1313,0,4,1299,0,4,1343,0,0,3600,0,20,16,0,8,1349,0,10,1037,0,20,871,0,6,1093,0,16,770,0,10,17,0,26,832,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,22.41027777777778,27,739,24,0,12.489444444444445,24,144,0,0,188,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2214,0,Toilet
1293,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,2879.3777777777777,9280,1117,9280,0,3735.2,9280,1449,0,0,0.0,0,3600,9340,0,5858.255555555556,9340,2258,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9340,0,2420.616666666667,9340,933,9320,0,2917.677777777778,9320,1127,0,0,0.0,0,3600,3100,0,967.8888888888888,3100,1124,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,374,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,12,0,3.6666666666666665,12,373,10,0,2.233611111111111,10,366,0,0,0.0,0,3600,54,0,8.971944444444444,54,420,19,0,10.930277777777778,19,870,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8,7,7.331111111111111,1,1800,14,0,5.933055555555556,14,286,21,0,9.055555555555555,21,287,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,2,372,0,12,366,0,0,3600,0,86,415,0,36,870,0,0,3600,0,0,3600,0,8,323,0,0,3600,0,24,877,0,30,872,0,10,330,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,22.7675,27,268,0,0,0.0,0,3600,112,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,440,0,776,0,0,0,0,0,0,0,0,Groom
1355,41,False,0,0,0.0,0,3600,86,0,57.07055555555556,86,2389,0,0,0.0,0,3600,0,0,0.0,0,3600,9220,0,6136.422222222222,9220,2396,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8460,0,7026.5,8460,2990,0,0,0.0,0,3600,9300,0,6171.583333333333,9300,2389,9280,0,8710.31111111111,9280,3379,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,3537,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,5,0,1.4544444444444444,5,2442,0,0,0.0,0,3600,22,0,4.1369444444444445,22,2418,71,0,8.13888888888889,71,3046,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,16,0,2.6666666666666665,16,2779,23,0,2.988611111111111,23,2999,0,0,0.0,0,3600,0,2,3585,0,0,3600,0,0,3600,0,0,3600,0,6,3036,0,0,3600,0,12,3015,0,148,3040,0,2,3585,0,4,3544,0,4,3580,0,0,3600,0,6,2998,0,10,3540,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,24.80583333333333,27,1581,24,0,14.341388888888888,24,391,0,0,0,0,0,0,0,1,0,0,0,0,0,2999,0,0,0,0,0,0,15,0,0,0,415,0,0,0,0,0,0,Bed_Toilet_Transition
1428,41,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,0,5492.666666666667,9240,2140,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3090,0,994.8083333333332,3090,1159,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,26,0,0,3600,0,6,32,0,6,7,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,49,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,25,25.6625,1,625,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bed_Toilet_Transition
48,42,False,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,0,3398.266666666667,9240,1324,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,72,0,0.3397222222222222,72,3489,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,3,0,0,3600,0,12,3,0,50,10,0,0,3600,0,2,1484,0,0,3600,0,0,3600,0,2,89,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,21.285555555555558,26,68,24,0,19.613333333333333,24,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sleep
