Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP004,MIN BATP004,AVG BATP004,DIFF BATP004,SEC BATP004,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP012,MIN BATP012,AVG BATP012,DIFF BATP012,SEC BATP012,MAX BATP013,MIN BATP013,AVG BATP013,DIFF BATP013,SEC BATP013,MAX BATP101,MIN BATP101,AVG BATP101,DIFF BATP101,SEC BATP101,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV101,MIN BATV101,AVG BATV101,DIFF BATV101,SEC BATV101,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,VAL D001,N D001,SEC D001,VAL D002,N D002,SEC D002,VAL D003,N D003,SEC D003,VAL L001,N L001,SEC L001,VAL L002,N L002,SEC L002,VAL L003,N L003,SEC L003,VAL L004,N L004,SEC L004,VAL L005,N L005,SEC L005,VAL L006,N L006,SEC L006,VAL L007,N L007,SEC L007,VAL L008,N L008,SEC L008,MAX LL001,MIN LL001,AVG LL001,DIFF LL001,SEC LL001,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M005,N M005,SEC M005,VAL MA004,N MA004,SEC MA004,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA008,N MA008,SEC MA008,VAL MA009,N MA009,SEC MA009,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Dinner,TIME Cook_Breakfast,TIME Take_Medicine,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Wash_Breakfast_Dishes,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
530,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9060,0,4358.866666666667,9060,1732,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3060,0,581.4,3060,684,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,2739,1,1,1040,0,1,3125,0,0,3600,0,0,0.0,0,3600,10,0,9.297777777777778,10,882,30,25,25.506944444444443,5,994,37,0,33.61833333333333,37,55,30,25,27.064166666666665,5,1053,14,0,9.454444444444444,14,457,27,0,16.763055555555557,27,431,33,0,19.411944444444444,33,56,28,0,14.45472222222222,28,369,33,0,19.43,33,906,21,0,10.776388888888889,21,459,42,0,21.64388888888889,42,42,42,0,21.830277777777777,42,308,3,0,1.9391666666666667,3,733,0,2,3393,0,183,994,0,116,1247,0,32,457,0,229,986,0,32,1068,0,4,1854,0,44,1065,0,0,3600,0,14,1015,0,26,2,0,94,23,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,24.05,26,3330,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,685,0,0,0,0,Work_On_Computer
591,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9200,0,4666.444444444444,9200,1826,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,2,1824,0,2,2263,0,0,3600,0,0,0.0,0,3600,11,0,7.719444444444444,11,2119,28,0,14.644444444444444,28,1724,34,0,17.4975,34,577,29,0,15.629166666666666,29,1830,13,0,10.745555555555557,13,1826,23,0,19.732222222222223,23,288,27,0,16.011666666666667,27,489,20,0,16.198055555555555,20,631,25,0,21.09611111111111,25,343,26,0,18.64444444444445,26,1231,45,0,36.90777777777778,45,1774,45,0,34.17472222222222,45,1813,36,0,7.152222222222222,36,1671,0,0,3600,0,14,1756,0,0,3600,0,16,1826,0,12,1830,0,12,2083,0,0,3600,0,20,1826,0,0,3600,0,14,1822,0,2,1595,0,80,1810,0,42,2259,36,0,9.89,36,989,26,0,22.61277777777778,26,3131,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,0,440,0,248,0,0,0,0,0,0,0,0,459,0,Drink
652,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,835.9722222222222,9260,325,9260,0,444.99444444444447,9260,173,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,1576.772222222222,9260,613,9280,0,474.31111111111113,9280,184,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,2,369,0,0,3600,0,0,3600,0,0,0.0,0,3600,13,0,10.633333333333333,13,348,31,0,3.951944444444445,31,7,33,0,10.730833333333331,33,7,29,0,22.725,29,31,14,0,13.087222222222222,14,30,31,0,24.81194444444445,31,162,35,0,29.876666666666665,35,173,25,0,22.33361111111111,25,191,31,0,26.352777777777774,31,164,28,0,26.04555555555556,28,24,47,0,42.71222222222222,47,368,46,29,44.25194444444445,17,192,5,0,4.540277777777778,5,450,0,0,3600,0,38,7,0,0,3600,0,16,30,0,50,7,1,15,0,0,6,172,0,26,30,0,8,161,0,18,24,0,0,3600,0,30,190,0,0,3600,36,0,33.93944444444445,36,1047,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drink
712,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9300,0,4006.75,9300,1551,0,0,0.0,0,3600,0,0,0.0,0,3600,9060,0,2494.016666666667,9060,991,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9180,0,5079.6,9180,1992,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,776,0,0,3600,0,0,3600,0,1,786,0,0,3600,0,0,3600,1,1,983,0,1,1561,0,0,3600,0,0,3600,0,0,0.0,0,3600,11,0,5.922222222222223,11,776,29,0,8.769444444444444,29,786,34,0,15.758055555555556,34,189,27,0,9.879722222222222,27,785,13,5,10.243611111111113,8,784,28,0,19.024166666666662,28,214,34,0,23.95388888888889,34,934,29,13,20.925833333333333,16,210,34,0,23.58361111111111,34,983,26,0,19.17361111111111,26,266,44,0,8.185,44,286,45,0,22.2625,45,153,5,0,3.6666666666666665,5,452,0,6,776,0,14,979,0,12,1487,0,78,783,0,16,979,0,75,810,0,6,1171,0,84,808,0,18,935,0,36,854,0,2,1544,0,76,738,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,163,0,0,Enter_Home
776,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9320,0,7753.722222222223,9320,2995,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9300,0,2281.083333333333,9300,883,0,0,0.0,0,3600,9280,0,4915.822222222222,9280,1907,0,0,0.0,0,3600,0,0,0.0,0,3600,3090,0,158.79166666666666,3090,185,0,0,3600,1,1,939,1,2,185,1,3,806,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,883,0,4,185,0,0,3600,100,0,22.364444444444445,100,805,14,0,5.6175,14,336,9,0,1.1527777777777777,9,20,8,0,1.82,8,444,15,0,6.960833333333333,15,36,14,0,6.081944444444445,14,21,34,0,31.19083333333333,34,20,40,0,38.043055555555554,40,11,33,0,30.502777777777776,33,12,39,35,37.50472222222222,4,9,21,0,11.606666666666667,21,450,41,0,22.369722222222222,41,883,41,0,22.42222222222222,41,16,37,0,1.8119444444444444,37,181,0,2,933,0,6,20,0,0,3600,0,38,18,0,4,20,0,80,12,0,38,11,0,92,11,0,30,9,0,22,16,0,0,3600,0,10,13,0,26,181,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,43,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Drink
836,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9120,0,1157.7333333333331,9120,457,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,1,3327,0,0,3600,0,1,3235,1,3,1156,0,0,3600,0,0,3600,0,0,3600,0,1,2955,1,1,3319,0,0,3600,24,0,0.0066666666666666,24,3235,17,0,8.921111111111111,17,330,30,0,17.97361111111111,30,457,35,0,22.012777777777774,35,469,30,0,19.730833333333333,30,1050,20,0,11.205,20,1046,35,0,29.76638888888889,35,374,40,0,35.975,40,5,34,0,30.399722222222223,34,1224,38,0,23.59722222222222,38,25,21,0,12.469444444444443,21,1045,18,0,12.465,18,566,41,0,14.88861111111111,41,1197,29,0,25.03305555555556,29,1452,0,8,3326,0,126,1051,0,44,1054,0,48,1046,0,142,1050,0,8,3371,0,2,3598,0,40,1047,0,0,3600,0,20,1045,0,0,3600,0,24,1040,0,18,3248,0,0,0.0,0,3600,0,0,0.0,0,3600,27,0,10.725,27,1430,71,1217,164,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,Watch_TV
897,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,2543,0,0,3600,0,0,0.0,0,3600,11,0,9.6775,11,965,30,0,20.26305555555556,30,2140,34,0,23.06222222222222,34,128,28,0,18.97388888888889,28,2139,14,0,9.926111111111112,14,337,31,0,27.86083333333333,31,333,37,0,30.03472222222222,37,325,30,0,23.27166666666667,30,344,37,0,30.563055555555557,37,179,10,0,7.611388888888888,10,145,18,11,15.328333333333331,7,0,17,0,11.824444444444444,17,167,2,0,1.2480555555555557,2,1951,0,0,3600,0,72,2140,0,4,2516,0,4,2137,0,100,2139,0,2,2132,0,6,2124,0,6,2131,0,8,1365,0,2,2544,0,0,3600,0,2,2563,0,2,2541,0,0,0.0,0,3600,0,0,0.0,0,3600,28,0,20.453055555555554,28,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,397,Work_On_Computer
961,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9160,0,4580.0,9160,1800,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3070,0,1145.2805555555556,3070,1343,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,33,0,3.52,33,384,0,0,0.0,0,3600,13,0,8.476666666666667,13,593,30,0,28.244444444444444,30,1190,36,0,34.14861111111111,36,1181,30,26,28.32611111111111,4,1200,36,0,33.062222222222225,36,1036,10,0,8.0025,10,1601,16,0,12.56638888888889,16,257,16,0,12.978333333333332,16,1023,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,21.442777777777778,26,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Work_On_Computer
1027,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9040,0,6345.577777777778,9040,2527,0,0,0.0,0,3600,9260,0,2448.7555555555555,9260,952,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,1363.2777777777778,9260,530,9300,0,1950.4166666666667,9300,755,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,387,0,0,3600,0,0,3600,0,1,633,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,7,0,0.7980555555555555,7,395,5,0,0.7044444444444444,5,629,33,0,23.05333333333333,33,571,6,0,0.8913888888888889,6,589,11,0,0.7463888888888889,11,224,27,0,14.97638888888889,27,544,34,0,23.90111111111111,34,356,28,0,15.555277777777778,28,566,34,0,23.33333333333333,34,476,18,0,7.511388888888889,18,184,27,8,18.392777777777777,19,560,27,0,13.866666666666667,27,559,3,0,1.4011111111111112,3,61,1,3,287,0,4,569,0,14,571,0,10,364,0,10,569,1,5,382,0,6,361,0,16,238,1,11,368,0,18,354,0,6,759,1,33,460,0,16,653,0,0,0.0,0,3600,27,0,2.9025,27,387,0,0,0.0,0,3600,57,0,0,0,0,0,449,0,0,0,63,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,Watch_TV
1087,177,True,0,0,0.0,0,3600,99,0,36.3,99,1320,99,0,82.0325,99,2983,99,0,59.4275,99,2161,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9300,0,2531.6666666666665,9300,980,0,0,0.0,0,3600,0,0,0.0,0,3600,8960,0,4656.711111111111,8960,1871,0,0,0.0,0,3600,9220,0,8830.711111111112,9220,3448,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,1,1,3431,1,2,696,0,0,3600,1,1,3420,0,0,3600,0,0,3600,1,2,2557,0,0,3600,0,2,695,0,0,3600,0,0,0.0,0,3600,9,0,7.888611111111111,9,245,27,0,23.575,27,427,34,4,30.848333333333333,30,1776,27,0,24.36611111111111,27,582,12,0,9.561666666666667,12,418,25,0,22.596944444444443,25,77,31,0,26.816666666666663,31,74,26,0,23.04583333333333,26,227,32,0,28.84555555555556,32,77,5,0,3.8088888888888888,5,611,9,0,5.817777777777778,9,1192,8,0,6.828611111111111,8,936,36,0,1.7538888888888888,36,98,0,3,838,0,60,422,0,52,1519,0,52,169,0,56,422,0,48,77,0,26,74,0,88,72,0,23,77,0,8,1808,0,0,3600,0,7,3271,0,8,690,0,0,0.0,0,3600,27,0,24.94472222222222,27,1624,0,0,0.0,0,3600,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch_TV
1147,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,5655.644444444444,9280,2194,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9300,0,1087.5833333333333,9300,421,9200,0,8545.777777777777,9200,3344,9280,0,4913.2444444444445,9280,1906,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,1,2,1151,0,0,3600,0,1,1030,0,3,1106,0,1,1101,0,0,3600,0,2,1608,0,4,1151,0,0,3600,0,0,0.0,0,3600,8,0,3.2869444444444444,8,479,29,0,15.8925,29,1029,34,0,12.4475,34,1029,29,0,17.095277777777778,29,433,12,0,6.908888888888889,12,1026,21,0,17.59138888888889,21,422,28,0,24.276666666666667,28,67,24,0,20.684444444444445,24,1535,29,0,19.217222222222222,29,1663,17,0,4.936944444444444,17,1604,38,4,8.144166666666667,34,1021,37,0,7.616944444444444,37,1608,36,0,0.8258333333333333,36,557,0,2,2267,0,190,1029,0,84,1041,0,88,1024,0,198,1030,0,98,1018,0,88,65,0,178,65,0,58,5,0,12,1604,0,0,3600,0,28,1607,0,14,1148,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,11.581944444444444,26,449,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch_TV
1209,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3080,0,1990.8777777777775,3080,2327,0,0,3600,0,1,2013,1,2,2294,0,0,3600,1,1,2010,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,2293,0,0,3600,0,0,0.0,0,3600,8,0,3.200833333333333,8,1420,24,0,13.000555555555556,24,1410,32,0,17.47888888888889,32,1297,25,0,13.782777777777778,25,811,10,0,5.551666666666667,10,1995,18,0,11.546944444444444,18,1712,25,0,15.922222222222222,25,684,21,0,14.0375,21,2355,28,0,26.85305555555556,28,421,8,0,3.565555555555556,8,1148,10,0,1.5527777777777778,10,559,9,0,2.895,9,1158,36,0,0.8211111111111111,36,1700,0,6,2011,0,2,2005,0,0,3600,0,12,1995,0,4,2001,0,18,1310,0,38,420,0,52,1893,0,38,419,0,0,3600,0,0,3600,0,0,3600,0,6,2291,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,1586,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drink
